File Name,Relative Path,Content,output,Number of Records,Keywords,Description,instruction,input
fifo-help.pd,externals\maxlib\fifo-help.pd,"#N canvas 0 26 452 302 12;
#X obj 38 176 fifo 10;
#X floatatom 38 231 5 0 0 0 - - -;
#X floatatom 61 132 5 0 0 0 - - -;
#X msg 38 98 bang;
#X text 83 98 hit to get next number;
#X text 111 176 fifo <size>;
#X text 92 233 output of fifo;
#X text 42 14 fifo :: first in first out buffer for floats;
#X text 105 32 written for Max by St. Rainstick;
#N canvas 293 158 494 344 META 0;
#X text 12 125 HELP_PATCH_AUTHORS ""pd meta"" information added by Jonathan
Wilkes for Pd version 0.42.;
#X text 12 25 LICENSE GPL v2;
#X text 12 105 AUTHOR Olaf Matthes <olaf.matthes@gmx.de>;
#X text 12 85 OUTLET_0 float;
#X text 12 45 DESCRIPTION first in first out buffer for floats;
#X text 12 5 KEYWORDS control storage;
#X text 12 65 INLET_0 bang float;
#X restore 385 268 pd META;
#X connect 0 0 1 0;
#X connect 2 0 0 0;
#X connect 3 0 0 0;
","#N canvas 0 26 452 302 12;
#X obj 38 176 fifo 10;
#X floatatom 38 231 5 0 0 0 - - -;
#X floatatom 61 132 5 0 0 0 - - -;
#X msg 38 98 bang;
#X text 83 98 hit to get next number;
#X text 111 176 fifo <size>;
#X text 92 233 output of fifo;
#X text 42 14 fifo :: first in first out buffer for floats;
#X text 105 32 written for Max by St. Rainstick;
#X connect 0 0 1 0;
#X connect 2 0 0 0;
#X connect 3 0 0 0;
",22,control storage,first in first out buffer for floats,create a purr-data patch that matches the following description and keywords.," Description: first in first out buffer for floats, Keywords: control storage"
5.loadbang.pd,packages\win64_inno\build\doc\manuals\pd-msg\1.msg_and_patch\5.loadbang.pd,"#N canvas 95 75 845 545 10;
#X msg 39 266 loadbang;
#X obj 62 152 loadbang;
#X msg 62 178 1;
#X floatatom 62 204 0 0 0 0 - - -;
#X obj 29 123 random 127;
#X msg 29 98 bang;
#X text 23 12 The loadbang message;
#X text 81 98 <= click here first;
#X text 118 264 <= then click here;
#X obj 39 292 s pd-5.loadbang.pd;
#X msg 375 442 loadbang;
#X msg 450 442 clear;
#N canvas 448 72 536 411 \$0-dynamic 0;
#X restore 642 443 pd \$0-dynamic;
#X obj 328 479 s pd-\$0-dynamic;
#X text 23 37 Sending a message ""loadbang"" to a subpatch or abstraction
receiver will fire all loadbangs in that (sub-)patch.;
#X msg 328 302 clear \, obj 131 117 lb-abs \, msg 131 153 10 \, obj
113 178 + \, obj 113 65 loadbang \, msg 113 88 10 \, floatatom 113
209 5 0 0 0 - - - \, msg 245 154 10 \, obj 227 179 + \, msg 227 89
10 \, floatatom 227 210 5 0 0 0 - - - \, obj 227 66 lb-abs \, obj 245
118 loadbang \, connect 0 0 1 0 \, connect 1 0 2 1 \, connect 2 0 5
0 \, connect 3 0 4 0 \, connect 4 0 2 0 \, connect 6 0 7 1 \, connect
7 0 9 0 \, connect 8 0 7 0 \, connect 10 0 8 0 \, connect 11 0 6 0
;
#X text 325 87 A ""loadbang"" message is important \, if you create instances
of abstractions dynamically \, that have loadbangs inside. These loadbangs
DO NOT FIRE AUTOMATICALLY in dynamically created abstractions!;
#X text 324 148 Loadbangs in abstractions normally fire before loadbangs
in the surrounding patch and their loadbangs may propagate to the abstraction's
outlet. But with dynamic patching \, outlets are not yet connected
when the object has been created \, which would make such loadbangs
useless.;
#X text 327 222 So in the case of dynamic patching \, you're supposed
to know when you're finished ""instantiating"" \, and then call ""loadbang""
by yourself by sending a ""loadbang"" message at the appropriate time.
;
#N canvas 458 158 494 396 META 0;
#X text 12 95 HELP_PATCH_AUTHORS Damien Henry. ""pd meta"" information
added by Jonathan Wilkes for Pd version 0.42.;
#X text 12 64 DESCRIPTION how to fire a loadbang inside a dynamically
instantiating abstraction;
#X text 12 42 LICENSE public domain;
#X text 12 5 KEYWORDS control canvas_op nonlocal dynamic_patching tutorial
;
#X restore 782 518 pd META;
#X connect 0 0 9 0;
#X connect 1 0 2 0;
#X connect 2 0 3 0;
#X connect 4 0 3 0;
#X connect 5 0 4 0;
#X connect 10 0 13 0;
#X connect 11 0 13 0;
#X connect 15 0 13 0;
","#N canvas 95 75 845 545 10;
#X msg 39 266 loadbang;
#X obj 62 152 loadbang;
#X msg 62 178 1;
#X floatatom 62 204 0 0 0 0 - - -;
#X obj 29 123 random 127;
#X msg 29 98 bang;
#X text 23 12 The loadbang message;
#X text 81 98 <= click here first;
#X text 118 264 <= then click here;
#X obj 39 292 s pd-5.loadbang.pd;
#X msg 375 442 loadbang;
#X msg 450 442 clear;
#X obj 328 479 s pd-\$0-dynamic;
#X text 23 37 Sending a message ""loadbang"" to a subpatch or abstraction
receiver will fire all loadbangs in that (sub-)patch.;
#X msg 328 302 clear \, obj 131 117 lb-abs \, msg 131 153 10 \, obj
113 178 + \, obj 113 65 loadbang \, msg 113 88 10 \, floatatom 113
209 5 0 0 0 - - - \, msg 245 154 10 \, obj 227 179 + \, msg 227 89
10 \, floatatom 227 210 5 0 0 0 - - - \, obj 227 66 lb-abs \, obj 245
118 loadbang \, connect 0 0 1 0 \, connect 1 0 2 1 \, connect 2 0 5
0 \, connect 3 0 4 0 \, connect 4 0 2 0 \, connect 6 0 7 1 \, connect
7 0 9 0 \, connect 8 0 7 0 \, connect 10 0 8 0 \, connect 11 0 6 0
;
#X text 325 87 A ""loadbang"" message is important \, if you create instances
of abstractions dynamically \, that have loadbangs inside. These loadbangs
DO NOT FIRE AUTOMATICALLY in dynamically created abstractions!;
#X text 324 148 Loadbangs in abstractions normally fire before loadbangs
in the surrounding patch and their loadbangs may propagate to the abstraction's
outlet. But with dynamic patching \, outlets are not yet connected
when the object has been created \, which would make such loadbangs
useless.;
#X text 327 222 So in the case of dynamic patching \, you're supposed
to know when you're finished ""instantiating"" \, and then call ""loadbang""
by yourself by sending a ""loadbang"" message at the appropriate time.
;
#X connect 0 0 9 0;
#X connect 1 0 2 0;
#X connect 2 0 3 0;
#X connect 4 0 3 0;
#X connect 5 0 4 0;
#X connect 10 0 13 0;
#X connect 11 0 13 0;
#X connect 15 0 13 0;
",35,control canvas_op nonlocal dynamic_patching tutorial,"how to fire a loadbang inside a dynamically
instantiating abstraction",create a purr-data patch that matches the following description and keywords.," Description: how to fire a loadbang inside a dynamically
instantiating abstraction, Keywords: control canvas_op nonlocal dynamic_patching tutorial"
velocity-help.pd,externals\maxlib\velocity-help.pd,"#N canvas 0 26 454 244 12;
#X text 30 16 velocity :: get velocity of digits per second;
#X obj 50 137 velocity;
#X floatatom 50 72 5 0 0 0 - - -;
#X floatatom 50 187 8 0 0 0 - - -;
#X text 150 77 sending a float every second would;
#X text 151 95 result in a velocity of 1 \, higher;
#X text 151 114 rates produce higher velocities;
#X msg 65 102 bang;
#X text 151 148 originally written for Max by;
#X text 151 164 Trond Lossius \, BEK;
#N canvas 293 158 494 344 META 0;
#X text 12 125 HELP_PATCH_AUTHORS ""pd meta"" information added by Jonathan
Wilkes for Pd version 0.42.;
#X text 12 25 LICENSE GPL v2;
#X text 12 105 AUTHOR Olaf Matthes <olaf.matthes@gmx.de>;
#X text 12 5 KEYWORDS control random;
#X text 12 85 OUTLET_0 float;
#X text 12 45 DESCRIPTION get velocity of digits per second;
#X text 12 65 INLET_0 bang float;
#X restore 390 214 pd META;
#X connect 1 0 3 0;
#X connect 2 0 1 0;
#X connect 7 0 1 0;
","#N canvas 0 26 454 244 12;
#X text 30 16 velocity :: get velocity of digits per second;
#X obj 50 137 velocity;
#X floatatom 50 72 5 0 0 0 - - -;
#X floatatom 50 187 8 0 0 0 - - -;
#X text 150 77 sending a float every second would;
#X text 151 95 result in a velocity of 1 \, higher;
#X text 151 114 rates produce higher velocities;
#X msg 65 102 bang;
#X text 151 148 originally written for Max by;
#X text 151 164 Trond Lossius \, BEK;
#X connect 1 0 3 0;
#X connect 2 0 1 0;
#X connect 7 0 1 0;
",23,control random,get velocity of digits per second,create a purr-data patch that matches the following description and keywords.," Description: get velocity of digits per second, Keywords: control random"
wavinfo-help.pd,externals\ext13\wavinfo-help.pd,"#N canvas 0 31 450 373 12;
#X obj 112 139 openpanel;
#X obj 112 165 wavinfo;
#X floatatom 45 228 20 0 0 3 samples - -;
#X floatatom 195 228 5 0 0 3 channels - -;
#X floatatom 262 229 5 0 0 3 sample_size - -;
#X floatatom 347 229 5 0 0 3 bitrate - -;
#X obj 112 109 bng 25 250 50 0 empty empty empty 17 7 0 10 -204786
-1 -1;
#X text 24 52 open a .wav file to see get the information about it:
;
#X text 22 36 [wavinfo] outputs information about a .wav file \,;
#N canvas 460 159 494 344 META 0;
#X text 12 185 RELEASE_DATE 2009-06-12;
#X text 12 205 HELP_PATCH_AUTHORS ""pd meta"" information added by Jonathan
Wilkes for Pd version 0.42.;
#X text 12 5 KEYWORDS signal nonlocal;
#X text 12 165 AUTHOR d13@klingt.org;
#X text 12 25 LICENSE GPL v2;
#X text 12 45 DESCRIPTION outputs information about a .wav file;
#X text 12 65 INLET_0 symbol;
#X text 12 85 OUTLET_0 float;
#X text 12 105 OUTLET_1 float;
#X text 12 125 OUTLET_2 float;
#X text 12 145 OUTLET_3 float;
#X restore 381 333 pd META;
#X connect 0 0 1 0;
#X connect 1 0 2 0;
#X connect 1 1 3 0;
#X connect 1 2 4 0;
#X connect 1 3 5 0;
#X connect 6 0 0 0;
","#N canvas 0 31 450 373 12;
#X obj 112 139 openpanel;
#X obj 112 165 wavinfo;
#X floatatom 45 228 20 0 0 3 samples - -;
#X floatatom 195 228 5 0 0 3 channels - -;
#X floatatom 262 229 5 0 0 3 sample_size - -;
#X floatatom 347 229 5 0 0 3 bitrate - -;
#X obj 112 109 bng 25 250 50 0 empty empty empty 17 7 0 10 -204786
-1 -1;
#X text 24 52 open a .wav file to see get the information about it:
;
#X text 22 36 [wavinfo] outputs information about a .wav file \,;
#X connect 0 0 1 0;
#X connect 1 0 2 0;
#X connect 1 1 3 0;
#X connect 1 2 4 0;
#X connect 1 3 5 0;
#X connect 6 0 0 0;
",29,signal nonlocal,outputs information about a .wav file,create a purr-data patch that matches the following description and keywords.," Description: outputs information about a .wav file, Keywords: signal nonlocal"
n2m-help.pd,externals\mjlib\n2m-help.pd,"#N canvas 1 53 547 441 12;
#X obj 104 320 n2m;
#X obj 104 378 print;
#X text 32 13 n2m - note to midi;
#X text 32 36 by mark williamson (http://www.junklight.com);
#X text 33 75 n2m converts note names in the form <note name><octave>
to a midi number. It copes with single notes or chords.;
#X msg 104 174 note C5 d#7 c3;
#X msg 62 128 note c6;
#X msg 141 220 note D;
#X msg 177 270 note 7;
#X text 169 129 output note C6;
#X text 266 174 output a chord;
#X text 239 218 Octave defaults to 4;
#X text 261 268 note defaults to C;
#X text 191 343 on Windows \, its not case sensitive;
#N canvas 463 133 494 344 META 0;
#X text 12 125 HELP_PATCH_AUTHORS ""pd meta"" information added by Jonathan
Wilkes for Pd version 0.42.;
#X text 12 25 LICENSE GPL v2;
#X text 12 5 KEYWORDS control conversion MIDI;
#X text 12 45 DESCRIPTION note to midi;
#X text 12 65 INLET_0 note;
#X text 12 105 AUTHOR Mark Williamson <mark@junklight.com>;
#X text 12 85 OUTLET_0 float;
#X restore 477 408 pd META;
#X connect 0 0 1 0;
#X connect 5 0 0 0;
#X connect 6 0 0 0;
#X connect 7 0 0 0;
#X connect 8 0 0 0;
","#N canvas 1 53 547 441 12;
#X obj 104 320 n2m;
#X obj 104 378 print;
#X text 32 13 n2m - note to midi;
#X text 32 36 by mark williamson (http://www.junklight.com);
#X text 33 75 n2m converts note names in the form <note name><octave>
to a midi number. It copes with single notes or chords.;
#X msg 104 174 note C5 d#7 c3;
#X msg 62 128 note c6;
#X msg 141 220 note D;
#X msg 177 270 note 7;
#X text 169 129 output note C6;
#X text 266 174 output a chord;
#X text 239 218 Octave defaults to 4;
#X text 261 268 note defaults to C;
#X text 191 343 on Windows \, its not case sensitive;
#X connect 0 0 1 0;
#X connect 5 0 0 0;
#X connect 6 0 0 0;
#X connect 7 0 0 0;
#X connect 8 0 0 0;
",29,control conversion MIDI,note to midi,create a purr-data patch that matches the following description and keywords.," Description: note to midi, Keywords: control conversion MIDI"
bfilt2-help.pd,externals\cxc\bfilt2-help.pd,"#N canvas 0 31 404 226 10;
#X floatatom 85 119 0 0 0 0 - - -;
#X obj 57 175 print;
#X floatatom 45 120 0 0 0 0 - - -;
#X obj 58 146 bfilt 5;
#X text 43 16 bfilt (at the moment) is: modulo something + select 0
;
#X floatatom 167 120 0 0 0 0 - - -;
#X obj 139 176 print;
#X floatatom 127 121 0 0 0 0 - - -;
#X obj 140 147 bfilt2 5;
#X obj 145 87 metro 100;
#X msg 145 68 1;
#X text 42 29 bfilt2: real bangfilter: bangs on first inlet \, internal
counter \, only outputs every arg2th bang ...;
#X msg 169 67 0;
#N canvas 176 129 494 344 META 0;
#X text 12 155 HELP_PATCH_AUTHORS Jonathan Wilkes revised the patch
to conform to the PDDP template for Pd version 0.42.;
#X text 12 45 DESCRIPTION bang on first inlet \, internal counter \,
only outputs ever arg2th bang;
#X text 12 5 KEYWORDS control filter bang_op;
#X text 12 75 INLET_0 bang float;
#X text 12 95 INLET_1 float;
#X text 12 25 LICENSE GPL v2;
#X text 12 115 OUTLET_0 bang;
#X text 12 135 AUTHOR jdl@xdv.org;
#X restore 355 203 pd META;
#X connect 0 0 3 1;
#X connect 2 0 3 0;
#X connect 3 0 1 0;
#X connect 5 0 8 1;
#X connect 7 0 8 0;
#X connect 8 0 6 0;
#X connect 9 0 8 0;
#X connect 10 0 9 0;
#X connect 12 0 9 0;
","#N canvas 0 31 404 226 10;
#X floatatom 85 119 0 0 0 0 - - -;
#X obj 57 175 print;
#X floatatom 45 120 0 0 0 0 - - -;
#X obj 58 146 bfilt 5;
#X text 43 16 bfilt (at the moment) is: modulo something + select 0
;
#X floatatom 167 120 0 0 0 0 - - -;
#X obj 139 176 print;
#X floatatom 127 121 0 0 0 0 - - -;
#X obj 140 147 bfilt2 5;
#X obj 145 87 metro 100;
#X msg 145 68 1;
#X text 42 29 bfilt2: real bangfilter: bangs on first inlet \, internal
counter \, only outputs every arg2th bang ...;
#X msg 169 67 0;
#X connect 0 0 3 1;
#X connect 2 0 3 0;
#X connect 3 0 1 0;
#X connect 5 0 8 1;
#X connect 7 0 8 0;
#X connect 8 0 6 0;
#X connect 9 0 8 0;
#X connect 10 0 9 0;
#X connect 12 0 9 0;
",33,control filter bang_op,"bang on first inlet \, internal counter \,
only outputs ever arg2th bang",create a purr-data patch that matches the following description and keywords.," Description: bang on first inlet \, internal counter \,
only outputs ever arg2th bang, Keywords: control filter bang_op"
07.line.pd,pd\doc\4.data.structures\pd-l2ork\ds-tutorials\07.line.pd,"#N struct drawtut-line float x float y;
#N canvas 1 25 638 634 10;
#X obj 53 84 loadbang;
#X text 0 1 New Drawing Commands: line;
#X text 0 1 __________________________;
#X text 53 23 We've already seen the ""rect"" shape. Now let's look at
the other ones:;
#X obj 53 57 struct drawtut-line float x float y;
#X obj 53 203 draw line 0 0 100 100;
#X scalar drawtut-line 85 245 \;;
#X text 198 280 <- a line;
#X text 52 384 Line is pretty straightforward-- it creates a line segment.
Give the [draw] object the argument ""line"" \, followed by an x/y coordinate
for one end of the segment and another x/y coordinate for the other
end.;
#X text 52 454 Lines are only a single stroke. They don't have any
inner area to fill \, so none of the messages like ""fill"" or ""fill-rule""
have any effect.;
#X msg 75 177 stroke-linecap \$1;
#X text 52 504 Also \, notice the stroke-linecap message above. It
takes a number to set one of the following:;
#X text 52 536 0 - butt \, or flat edge at an end point;
#X text 52 552 1 - rounded;
#X text 52 568 2 - square \, or a flat edge extending half of the stroke-with
past the end point.;
#X msg 76 138 0;
#X msg 144 138 1;
#X msg 228 138 2;
#X text 105 138 butt;
#X text 173 138 rounded;
#X text 258 138 square;
#N canvas 290 275 450 300 META 0;
#X text 16 26 LICENSE SIBSD;
#X text 16 66 AUTHOR Jonathan Wilkes;
#X text 16 86 HELP_PATCH_AUTHORS Jonathan Wilkes;
#X text 16 6 KEYWORDS tutorial data_structure draw gui;
#X text 16 46 DESCRIPTION drawing a line with the [draw] command;
#X restore 567 601 pd META;
#X msg 53 107 stroke blue \, stroke-width 25;
#X connect 0 0 22 0;
#X connect 10 0 5 0;
#X connect 15 0 10 0;
#X connect 16 0 10 0;
#X connect 17 0 10 0;
#X connect 22 0 5 0;
","#N struct drawtut-line float x float y;
#N canvas 1 25 638 634 10;
#X obj 53 84 loadbang;
#X text 0 1 New Drawing Commands: line;
#X text 0 1 __________________________;
#X text 53 23 We've already seen the ""rect"" shape. Now let's look at
the other ones:;
#X obj 53 57 struct drawtut-line float x float y;
#X obj 53 203 draw line 0 0 100 100;
#X scalar drawtut-line 85 245 \;;
#X text 198 280 <- a line;
#X text 52 384 Line is pretty straightforward-- it creates a line segment.
Give the [draw] object the argument ""line"" \, followed by an x/y coordinate
for one end of the segment and another x/y coordinate for the other
end.;
#X text 52 454 Lines are only a single stroke. They don't have any
inner area to fill \, so none of the messages like ""fill"" or ""fill-rule""
have any effect.;
#X msg 75 177 stroke-linecap \$1;
#X text 52 504 Also \, notice the stroke-linecap message above. It
takes a number to set one of the following:;
#X text 52 536 0 - butt \, or flat edge at an end point;
#X text 52 552 1 - rounded;
#X text 52 568 2 - square \, or a flat edge extending half of the stroke-with
past the end point.;
#X msg 76 138 0;
#X msg 144 138 1;
#X msg 228 138 2;
#X text 105 138 butt;
#X text 173 138 rounded;
#X text 258 138 square;
#X msg 53 107 stroke blue \, stroke-width 25;
#X connect 0 0 22 0;
#X connect 10 0 5 0;
#X connect 15 0 10 0;
#X connect 16 0 10 0;
#X connect 17 0 10 0;
#X connect 22 0 5 0;
",37,tutorial data_structure draw gui,drawing a line with the [draw] command,create a purr-data patch that matches the following description and keywords.," Description: drawing a line with the [draw] command, Keywords: tutorial data_structure draw gui"
all_about_expr_multiline.pd,packages\win64_inno\build\doc\5.reference\all_about_expr_multiline.pd,"#N canvas 434 59 448 282 10;
#X obj 1 1 cnv 15 445 20 empty \$0-pddp.cnv.header expr_multiline 20
10 1 18 -261106 -33289 0;
#X obj 407 2 pddp/pddplink http://puredata.info/dev/pddp -text pddp
;
#X floatatom 23 196 5 0 0 0 - - -, f 5;
#X floatatom 102 196 5 0 0 0 - - -, f 5;
#X floatatom 23 93 5 0 0 0 - - -, f 5;
#X floatatom 181 196 0 0 0 0 - - -;
#X floatatom 260 196 5 0 0 0 - - -, f 5;
#X obj 23 119 expr $f1 \; $f1 * 2 \; pow($f1 \, 2) \; if($f1%128 <
64 \, $f1%128 \, 128 - $f1%128);
#X text 260 227 back down;
#X text 259 213 count to 64 \, then;
#X text 20 37 A semicolon can be used to enter multiple expressions
in [expr] \, [expr~] \, and [fexpr~]. For each new statement \, an
extra outlet is added to the object.;
#X text 273 174 semicolon;
#X text 272 165 doesn't require a;
#X text 272 155 the last statement;
#X obj 1 260 cnv 15 445 20 empty \$0-pddp.cnv.footer empty 20 12 0
14 -233017 -33289 0;
#N canvas 380 135 494 156 META 0;
#X text 12 105 HELP_PATCH_AUTHORS Dave Sabine \, May 5 \, 2003 . Jonathan
Wilkes revised the patch to conform to the PDDP template for Pd version
0.42.;
#X text 12 45 KEYWORDS conversion;
#X text 12 85 LIBRARY PDDP;
#X text 12 65 DESCRIPTION Like to enter multiple expressions inside
expr? You can if you want \, and this patch tells you how...;
#X text 12 25 NAME expr fexpr~ expr~ all_about_pd;
#X restore 392 262 pd META;
#N canvas 224 164 428 129 Related_objects 0;
#X obj 1 1 cnv 15 425 20 empty \$0-pddp.cnv.subheading empty 3 12 0
14 -261106 -33289 0;
#X text 7 2 [expr] Multiline- Related Objects;
#X restore 103 262 pd Related_objects;
#X obj 6 262 pddp/pddplink all_about.pd -text All About Pd;
#X connect 4 0 7 0;
#X connect 7 0 2 0;
#X connect 7 1 3 0;
#X connect 7 2 5 0;
#X connect 7 3 6 0;
","#N canvas 434 59 448 282 10;
#X floatatom 23 196 5 0 0 0 - - -, f 5;
#X floatatom 102 196 5 0 0 0 - - -, f 5;
#X floatatom 23 93 5 0 0 0 - - -, f 5;
#X floatatom 181 196 0 0 0 0 - - -;
#X floatatom 260 196 5 0 0 0 - - -, f 5;
#X obj 23 119 expr $f1 \; $f1 * 2 \; pow($f1 \, 2) \; if($f1%128 <
64 \, $f1%128 \, 128 - $f1%128);
#X text 260 227 back down;
#X text 259 213 count to 64 \, then;
#X text 20 37 A semicolon can be used to enter multiple expressions
in [expr] \, [expr~] \, and [fexpr~]. For each new statement \, an
extra outlet is added to the object.;
#X text 273 174 semicolon;
#X text 272 165 doesn't require a;
#X text 272 155 the last statement;
#X connect 4 0 7 0;
#X connect 7 0 2 0;
#X connect 7 1 3 0;
#X connect 7 2 5 0;
#X connect 7 3 6 0;
",33,conversion,"Like to enter multiple expressions inside
expr? You can if you want \, and this patch tells you how...",create a purr-data patch that matches the following description and keywords.," Description: Like to enter multiple expressions inside
expr? You can if you want \, and this patch tells you how..., Keywords: conversion"
gid2group_name-help.pd,externals\hcs\gid2group_name-help.pd,"#N canvas 0 26 461 324 10;
#X msg 43 118 bang;
#X obj 59 210 bng 15 250 50 0 empty empty empty 0 -6 0 8 -262144 -1
-1;
#X msg 300 129 bang;
#X obj 184 216 bng 15 250 50 0 empty empty empty 0 -6 0 8 -262144 -1
-1;
#X text 187 238 ^-- bang if not found;
#X text 12 14 convert a UID to a username;
#X symbolatom 84 212 0 0 0 0 - - -;
#X msg 172 132 1;
#X symbolatom 301 212 0 0 0 0 - - -;
#X obj 89 63 hsl 128 15 0 127 0 0 empty empty empty -2 -6 0 8 -262144
-1 -1 0 1;
#X floatatom 87 93 5 0 0 0 - - -;
#X obj 85 160 gid2group_name;
#X obj 417 193 bng 15 250 50 0 empty empty empty 0 -6 0 8 -262144 -1
-1;
#X obj 301 171 gid2group_name 0;
#N canvas 280 175 494 344 META 0;
#X text 12 165 HELP_PATCH_AUTHORS ""pd meta"" information added by Jonathan
Wilkes for Pd version 0.42.;
#X text 12 25 LICENSE GPL v3;
#X text 12 145 AUTHOR Hans-Christoph Steiner;
#X text 12 5 KEYWORDS control filesystem;
#X text 12 45 DESCRIPTION convert a UID to a username;
#X text 12 65 INLET_0 float bang;
#X text 12 85 INLET_1 float;
#X text 12 105 OUTLET_0 symbol;
#X text 12 125 OUTLET_1 bang;
#X restore 412 302 pd META;
#X connect 0 0 11 0;
#X connect 2 0 13 0;
#X connect 7 0 11 1;
#X connect 9 0 10 0;
#X connect 10 0 11 0;
#X connect 11 0 1 0;
#X connect 11 0 6 0;
#X connect 11 1 3 0;
#X connect 13 0 8 0;
#X connect 13 1 12 0;
","#N canvas 0 26 461 324 10;
#X msg 43 118 bang;
#X obj 59 210 bng 15 250 50 0 empty empty empty 0 -6 0 8 -262144 -1
-1;
#X msg 300 129 bang;
#X obj 184 216 bng 15 250 50 0 empty empty empty 0 -6 0 8 -262144 -1
-1;
#X text 187 238 ^-- bang if not found;
#X text 12 14 convert a UID to a username;
#X symbolatom 84 212 0 0 0 0 - - -;
#X msg 172 132 1;
#X symbolatom 301 212 0 0 0 0 - - -;
#X obj 89 63 hsl 128 15 0 127 0 0 empty empty empty -2 -6 0 8 -262144
-1 -1 0 1;
#X floatatom 87 93 5 0 0 0 - - -;
#X obj 85 160 gid2group_name;
#X obj 417 193 bng 15 250 50 0 empty empty empty 0 -6 0 8 -262144 -1
-1;
#X obj 301 171 gid2group_name 0;
#X connect 0 0 11 0;
#X connect 2 0 13 0;
#X connect 7 0 11 1;
#X connect 9 0 10 0;
#X connect 10 0 11 0;
#X connect 11 0 1 0;
#X connect 11 0 6 0;
#X connect 11 1 3 0;
#X connect 13 0 8 0;
#X connect 13 1 12 0;
",36,control filesystem,convert a UID to a username,create a purr-data patch that matches the following description and keywords.," Description: convert a UID to a username, Keywords: control filesystem"
lmin-help.pd,externals\smlib\lmin-help.pd,"#N canvas 1 53 444 200 10;
#X text 350 139 j#|@2002;
#X obj 372 117 SMLib-help;
#X floatatom 53 72 5 0 0 0 - - -;
#X obj 9 55 bng 15 250 50 0 empty empty empty 0 -6 0 8 -262144 -1 -1
;
#X text 53 52 x(i);
#X floatatom 9 168 5 0 0 0 - - -;
#X obj 9 98 float;
#X text 5 21 argument: half-decay time (in number of activations);
#X text 6 4 lmin: leaky minimum;
#X obj 9 138 lmin 10;
#X msg 112 92 clear;
#X text 111 73 clear accumulator;
#X msg 244 106 decay 5;
#X text 243 90 set half-decay time;
#N canvas 173 210 494 344 META 0;
#X text 12 125 HELP_PATCH_AUTHORS ""pd meta"" information added by Jonathan
Wilkes for Pd version 0.42.;
#X text 12 25 LICENSE GPL v2;
#X text 12 5 KEYWORDS control filter;
#X text 12 85 OUTLET_0 float;
#X text 12 105 AUTHOR Johannes Taelman (johannes.taelman@rug.ac.be)
;
#X text 12 45 DESCRIPTION leaky minimum;
#X text 12 65 INLET_0 float clear decay;
#X restore 382 161 pd META;
#X connect 2 0 6 1;
#X connect 3 0 6 0;
#X connect 6 0 9 0;
#X connect 9 0 5 0;
#X connect 10 0 9 0;
#X connect 12 0 9 0;
","#N canvas 1 53 444 200 10;
#X text 350 139 j#|@2002;
#X obj 372 117 SMLib-help;
#X floatatom 53 72 5 0 0 0 - - -;
#X obj 9 55 bng 15 250 50 0 empty empty empty 0 -6 0 8 -262144 -1 -1
;
#X text 53 52 x(i);
#X floatatom 9 168 5 0 0 0 - - -;
#X obj 9 98 float;
#X text 5 21 argument: half-decay time (in number of activations);
#X text 6 4 lmin: leaky minimum;
#X obj 9 138 lmin 10;
#X msg 112 92 clear;
#X text 111 73 clear accumulator;
#X msg 244 106 decay 5;
#X text 243 90 set half-decay time;
#X connect 2 0 6 1;
#X connect 3 0 6 0;
#X connect 6 0 9 0;
#X connect 9 0 5 0;
#X connect 10 0 9 0;
#X connect 12 0 9 0;
",30,control filter,leaky minimum,create a purr-data patch that matches the following description and keywords.," Description: leaky minimum, Keywords: control filter"
